0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.88148370e-02,1.08218154e-02,-1.66666667e-03,1.66666667e-03
9.76296740e-02,2.16436309e-02,-3.33333333e-03,3.33333333e-03
1.46444511e-01,3.24654463e-02,-5.00000000e-03,5.00000000e-03
1.95259348e-01,4.32872617e-02,-6.66666667e-03,6.66666667e-03
2.44074185e-01,5.41090772e-02,-8.33333333e-03,8.33333333e-03
2.92889022e-01,6.49308926e-02,-1.00000000e-02,1.00000000e-02
3.41703859e-01,7.57527081e-02,-1.16666667e-02,1.16666667e-02
3.90518696e-01,8.65745235e-02,-1.33333333e-02,1.33333333e-02
4.39333533e-01,9.73963389e-02,-1.50000000e-02,1.50000000e-02
4.88148370e-01,1.08218154e-01,-1.66666667e-02,1.66666667e-02
5.36251331e-01,1.21860189e-01,-1.83333333e-02,1.83333333e-02
5.84354293e-01,1.35502223e-01,-2.00000000e-02,2.00000000e-02
6.32457254e-01,1.49144257e-01,-2.16666667e-02,2.16666667e-02
6.80560216e-01,1.62786291e-01,-2.33333333e-02,2.33333333e-02
7.28663177e-01,1.76428325e-01,-2.50000000e-02,2.50000000e-02
7.76766139e-01,1.90070359e-01,-2.66666667e-02,2.66666667e-02
8.24869100e-01,2.03712393e-01,-2.83333333e-02,2.83333333e-02
8.72972062e-01,2.17354428e-01,-3.00000000e-02,3.00000000e-02
9.21075023e-01,2.30996462e-01,-3.16666667e-02,3.16666667e-02
9.69177985e-01,2.44638496e-01,-3.33333333e-02,3.33333333e-02
1.00317872e+00,2.81298417e-01,-3.50000000e-02,3.50000000e-02
1.03717946e+00,3.17958338e-01,-3.66666667e-02,3.66666667e-02
1.07118020e+00,3.54618260e-01,-3.83333333e-02,3.83333333e-02
1.10518094e+00,3.91278181e-01,-4.00000000e-02,4.00000000e-02
1.13918167e+00,4.27938102e-01,-4.16666667e-02,4.16666667e-02
1.17318241e+00,4.64598024e-01,-4.33333333e-02,4.33333333e-02
1.20718315e+00,5.01257945e-01,-4.50000000e-02,4.50000000e-02
1.24118389e+00,5.37917866e-01,-4.66666667e-02,4.66666667e-02
1.27518462e+00,5.74577788e-01,-4.83333333e-02,4.83333333e-02
1.30918536e+00,6.11237709e-01,-5.00000000e-02,5.00000000e-02
1.31811312e+00,6.60434204e-01,-5.16666667e-02,5.16666667e-02
1.32704088e+00,7.09630699e-01,-5.33333333e-02,5.33333333e-02
1.33596864e+00,7.58827193e-01,-5.50000000e-02,5.50000000e-02
1.34489640e+00,8.08023688e-01,-5.66666667e-02,5.66666667e-02
1.35382416e+00,8.57220183e-01,-5.83333333e-02,5.83333333e-02
1.36275192e+00,9.06416678e-01,-6.00000000e-02,6.00000000e-02
1.37167968e+00,9.55613173e-01,-6.16666667e-02,6.16666667e-02
1.38060744e+00,1.00480967e+00,-6.33333333e-02,6.33333333e-02
1.38953520e+00,1.05400616e+00,-6.50000000e-02,6.50000000e-02
1.39846296e+00,1.10320266e+00,-6.66666667e-02,6.66666667e-02
1.42866757e+00,1.14304838e+00,-6.83333333e-02,6.83333333e-02
1.45887218e+00,1.18289410e+00,-7.00000000e-02,7.00000000e-02
1.48907679e+00,1.22273982e+00,-7.16666667e-02,7.16666667e-02
1.51928140e+00,1.26258555e+00,-7.33333333e-02,7.33333333e-02
1.54948601e+00,1.30243127e+00,-7.50000000e-02,7.50000000e-02
1.57969062e+00,1.34227699e+00,-7.66666667e-02,7.66666667e-02
1.60989523e+00,1.38212271e+00,-7.83333333e-02,7.83333333e-02
1.64009984e+00,1.42196843e+00,-8.00000000e-02,8.00000000e-02
1.67030445e+00,1.46181416e+00,-8.16666667e-02,8.16666667e-02
1.70050906e+00,1.50165988e+00,-8.33333333e-02,8.33333333e-02
1.72774420e+00,1.54359133e+00,-8.50000000e-02,8.50000000e-02
1.75497935e+00,1.58552278e+00,-8.66666667e-02,8.66666667e-02
1.78221449e+00,1.62745424e+00,-8.83333333e-02,8.83333333e-02
1.80944964e+00,1.66938569e+00,-9.00000000e-02,9.00000000e-02
1.83668479e+00,1.71131715e+00,-9.16666667e-02,9.16666667e-02
1.86391993e+00,1.75324860e+00,-9.33333333e-02,9.33333333e-02
1.89115508e+00,1.79518005e+00,-9.50000000e-02,9.50000000e-02
1.91839023e+00,1.83711151e+00,-9.66666667e-02,9.66666667e-02
1.94562537e+00,1.87904296e+00,-9.83333333e-02,9.83333333e-02
1.97286052e+00,1.92097441e+00,-1.00000000e-01,1.00000000e-01
1.98869784e+00,1.96839993e+00,-1.01666667e-01,1.01666667e-01
2.00453516e+00,2.01582544e+00,-1.03333333e-01,1.03333333e-01
2.02037248e+00,2.06325095e+00,-1.05000000e-01,1.05000000e-01
2.03620980e+00,2.11067647e+00,-1.06666667e-01,1.06666667e-01
2.05204712e+00,2.15810198e+00,-1.08333333e-01,1.08333333e-01
2.06788444e+00,2.20552749e+00,-1.10000000e-01,1.10000000e-01
2.08372176e+00,2.25295301e+00,-1.11666667e-01,1.11666667e-01
2.09955908e+00,2.30037852e+00,-1.13333333e-01,1.13333333e-01
2.11539640e+00,2.34780403e+00,-1.15000000e-01,1.15000000e-01
2.13123372e+00,2.39522955e+00,-1.16666667e-01,1.16666667e-01
2.16253844e+00,2.43421690e+00,-1.18333333e-01,1.18333333e-01
2.19384317e+00,2.47320426e+00,-1.20000000e-01,1.20000000e-01
2.22514790e+00,2.51219162e+00,-1.21666667e-01,1.21666667e-01
2.25645262e+00,2.55117898e+00,-1.23333333e-01,1.23333333e-01
2.28775735e+00,2.59016634e+00,-1.25000000e-01,1.25000000e-01
2.31906208e+00,2.62915370e+00,-1.26666667e-01,1.26666667e-01
2.35036680e+00,2.66814105e+00,-1.28333333e-01,1.28333333e-01
2.38167153e+00,2.70712841e+00,-1.30000000e-01,1.30000000e-01
2.41297625e+00,2.74611577e+00,-1.31666667e-01,1.31666667e-01
2.44428098e+00,2.78510313e+00,-1.33333333e-01,1.33333333e-01
2.49373836e+00,2.77775684e+00,-1.35000000e-01,1.35000000e-01
2.54319573e+00,2.77041054e+00,-1.36666667e-01,1.36666667e-01
2.59265311e+00,2.76306425e+00,-1.38333333e-01,1.38333333e-01
2.64211048e+00,2.75571795e+00,-1.40000000e-01,1.40000000e-01
2.69156786e+00,2.74837166e+00,-1.41666667e-01,1.41666667e-01
2.74102523e+00,2.74102536e+00,-1.43333333e-01,1.43333333e-01
2.79048261e+00,2.73367907e+00,-1.45000000e-01,1.45000000e-01
2.83993998e+00,2.72633277e+00,-1.46666667e-01,1.46666667e-01
2.88939736e+00,2.71898648e+00,-1.48333333e-01,1.48333333e-01
2.93885473e+00,2.71164018e+00,-1.50000000e-01,1.50000000e-01
2.96805772e+00,2.75222572e+00,-1.51666667e-01,1.51666667e-01
2.99726070e+00,2.79281125e+00,-1.53333333e-01,1.53333333e-01
3.02646369e+00,2.83339679e+00,-1.55000000e-01,1.55000000e-01
3.05566667e+00,2.87398233e+00,-1.56666667e-01,1.56666667e-01
3.08486965e+00,2.91456786e+00,-1.58333333e-01,1.58333333e-01
3.11407264e+00,2.95515340e+00,-1.60000000e-01,1.60000000e-01
3.14327562e+00,2.99573893e+00,-1.61666667e-01,1.61666667e-01
