0.19865,1.4653
0.22873,1.5317
0.20396,1.4645
0.2243,1.4388
0.19553,1.3793
0.26517,1.5219
0.21953,1.4053
0.25792,1.5603
0.1724,1.3203
0.23954,1.4578
